,Lodging,stress minus equation,original stress equation,stress minus equation with standard thickness,Height,main stem DIAm 3,tiller Diam 3,tiller compressed 3,till.comp.flex,Flex after crushing,Root 
237,16.06600753,3.509946206,3.857394814,3.757586309,44.11111111,2.184166667,2.57,1,1.335714286,0.335714286,1.773333333
238,54.14232872,5.275070643,6.019632491,5.180251481,58.16666667,2.136666667,2.265,0.825,1.185,0.36,1.696
239,56.88550877,9.62460981,11.47254839,8.480153448,65.16666667,1.956363636,1.8775,0.63,0.695,0.065,1.757272727
240,32.81156392,4.467404201,4.690343211,4.721761447,61.72222222,1.641666667,2.348333333,0.985,1.341666667,0.356666667,1.892857143
241,25.54357062,4.050618505,4.388624112,4.273381464,63.66666667,2.311818182,2.442222222,0.973333333,1.204444444,0.231111111,2.352727273
242,19.54779132,3.603947016,4.11954532,3.747124247,47.5,1.905714286,2.572857143,0.934285714,1.152857143,0.218571429,1.815
243,57.65455305,10.33667961,13.95885002,7.87756266,69.25,2.26,1.93,0.49,0.58,0.09,1.746666667
244,10.56751468,6.618829013,7.85714082,6.117167287,37.5,1.905,2.124285714,0.718571429,0.825714286,0.107142857,1.68375
245,7.52194211,2.351064679,2.900804242,2.483566255,28,1.932,3.039,0.951,1.3,0.349,2.19
246,45.49741243,5.08393647,5.36337537,5.261076023,78.16666667,1.742,2.251428571,0.937142857,1.25,0.312857143,1.704545455
247,8.081234596,2.689117828,2.979122745,2.99852957,45.66666667,2.250909091,2.814,1.08,1.376,0.296,2.209090909
248,52.01214405,4.247850072,4.559016352,4.472162731,86.5,1.977777778,2.398888889,0.971111111,1.324444444,0.353333333,1.882727273
249,7.439052977,3.707696101,4.334829904,3.77599896,41.5,2.187272727,2.565,0.893333333,1.11,0.216666667,1.904545455
250,38.2712489,7.022074496,8.771786667,6.14949825,30.83333333,2.278181818,2.12,0.64625,0.845,0.19875,1.877272727
251,46.83576281,10.93619382,11.13202068,10.53949677,63,1.851,1.7325,0.7625,0.91,0.1475,1.646363636
252,25.03856747,4.949433818,5.50657928,4.987989119,32,2.3,2.298571429,0.875714286,1.084285714,0.208571429,2.007777778
253,9.917748918,4.695418114,4.788465518,4.995230208,40,2.183636364,2.297272727,1.008181818,1.305454545,0.297272727,2.163636364
254,37.04300982,4.294653912,4.554266745,4.542803683,68.33333333,2.118,2.384166667,0.984166667,1.277272727,0.293106061,2.163333333
255,49.30168351,8.349012999,10.23777345,7.28665184,57.16666667,2.195,1.9875,0.63,0.7825,0.1525,1.7425
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
