Year,DNA GENERATION,LINE #,Germination 2014NACHECKED,Germination 2014 %,branch numb.2014,"stand good?1=Y. 2=bad sample, do not use lines labeled 2",Height,length,prcnt lodging bad germ lines includedNAchecked,Prcnt.Lodging,flowering time 2014,tendril length 14 node 2014,tendril length 2014,Nodes 1st flow 2014,max nodes 2014,internode length 2014,Total yield 2014,Avg.Yld.Plant 2014,Main stm.diameter 2014,Average compressed main stem thickness 2014,Tiller diameter 2014,compressed tiller thickness 2014,"white flower, 1 is white",black hilum delta=A=NO MOT,Brown mottle (rerate next year) 1=no mot,np=neo,Late,length,tall/dwf based on grnhouse data+ field 2014 ,Afila 1=YES=DELTA=A,Maturity Time,Tendril Width,Root compressed avg,"avg main, side brnch+root"
2015,,6,,100,2.166666667,,23.33333333,30,21.28397677,21.28397677,,,15.66666667,15,17,,,18.87866667,2.005833333,0.703333333,2.533055556,0.717777778,,,,,,,,,1,16.16666667,1.63,2.056296296
2015,,7,,80,1.75,,21,29.66666667,29.75690467,29.75690467,,,15,21,23,,,15.2415,2.0125,0.58,2.04,0.501666667,,,,,,,,,1.666666667,17.33333333,1.41625,1.822916667
2015,,8,,95.83333333,1.86,,14.83333333,51.5,72.14828381,72.14828381,,,15.33333333,16,20,,,24.60266667,2.290833333,0.898055556,2.373333333,0.645555556,,,,,,,,,1.5,5.5,1.732222222,2.13212963
2015,,9,,96.66666667,2.25,,19.22222222,26.5,27.06575964,27.06575964,,,14.33333333,15,19,,,17.6725,2.1875,0.788333333,2.186666667,0.621666667,,,,,,,,,1,11,1.575,1.983055556
2015,,10,,100,2.166666667,,22,41.83333333,44.87395817,44.87395817,,,16.66666667,15,19,,,11.8515,1.736666667,0.58,2.114166667,0.5475,,,,,,,,,1,13.5,1.550555556,1.800462963
2015,,11,,100,2.5,,17.5,25.5,45.68627451,31.37254902,,,14,NA,NA,,,36.178,2.3725,0.86,2.5175,0.795,,,,,,,,,2,5,1.935,2.275
2015,,12,,95.83333333,1.583333333,,17.5,54.16666667,68.74659197,68.74659197,,,17.16666667,15,18,,,16.719,2.026666667,0.711666667,2.32125,0.6325,,,,,,,,,1,15.5,1.705833333,1.9475
2015,,13,,93.33333333,2.416666667,,14,27.05555556,51.12461828,51.12461828,,,12.5,11,15,,,23.90766667,2.553333333,0.884722222,2.5325,0.763333333,,,,,,,,,1,4.666666667,2.204722222,2.430185185
2015,,14,,86.66666667,1.636666667,,19.38888889,66.33333333,69.26091023,69.26091023,,,19.16666667,17.5,22,,,21.95333333,2.207222222,0.700833333,1.975,0.455,,,,,,,,,1.166666667,7,1.897222222,2.055555556
2015,,15,,96.66666667,1.75,,11.5,27.33333333,55.37593985,55.37593985,,,12.33333333,13,15,,,25.55933333,2.541666667,0.905555556,2.814166667,0.75,,,,,,,,,1,5,1.7125,2.356111111
2015,,16,,96.66666667,1.916666667,,26.72222222,36.72222222,26.73544704,26.73544704,,,13,14,17,,,8.661333333,1.680555556,0.646666667,1.868611111,0.604722222,,,,,,,,,1,9.5,1.414444444,1.654537037
2015,,17,,92.96296296,1.553333333,,14,27.88888889,49.68507689,49.68507689,,,13.83333333,13.5,14.5,,,16.77966667,2.528611111,0.869166667,2.955,0.805,,,,,,,,,2.166666667,6,1.800277778,2.427962963
2015,,18,,96.66666667,2.443333333,,24.44444444,29.16666667,16.92217452,16.92217452,,,12.5,17,19,,,28.18033333,1.901388889,0.8725,2.252222222,0.938888889,,,,,,,,,2,12.66666667,2.002222222,2.051944444
2015,,19,,86.66666667,1.583333333,,16.16666667,49.5,65.98616811,65.98616811,,,16,12,15,,,16.40933333,2.013333333,0.68,2.038333333,0.578333333,,,,,,,,,1,15.33333333,1.766666667,1.939444444
2015,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,21,,93.33333333,2.333333333,,16.5,31.33333333,46.67905854,46.67905854,,,15.66666667,17,19,,,23.88466667,2.44,0.811666667,2.460555556,0.56,,,,,,,,,1.666666667,6.666666667,1.780833333,2.22712963
2015,,22,,86.66666667,2.25,,25.25,37.25,31.45249363,31.45249363,,,9.666666667,23,NA,,,30.5185,1.946666667,0.981666667,1.968333333,0.84,,,,,,,,,3,9.666666667,2.025,1.98
2015,,23,,85,1.165,,17,56.5,72.01067184,72.01067184,,,17.75,13,17,,,17.197,2.251666667,0.855,2.24,0.84,,,,,,,,,1,12,1.761666667,2.076111111
2015,,24,,96.66666667,2.526666667,,23.66666667,46.33333333,48.40014446,48.40014446,,,15.33333333,14,19,,,30.704,2.089166667,0.849166667,2.394166667,0.766111111,,,,,,,,,2,4.5,2.11,2.197777778
2015,,25,,92.59259259,1.916666667,,22.83333333,59.5,62.01373238,62.01373238,,,18.33333333,18,23,,,13.32453333,1.985,0.825833333,2.399166667,1.021666667,,,,,,,,,2,18,2.085,2.156388889
2015,,26,,86.66666667,2.083333333,,26.61111111,51.33333333,47.93389553,47.93389553,,,14.83333333,17,22,,,15.58166667,1.74,0.623611111,2.006944444,0.578888889,,,,,,,,,1,13,1.598611111,1.781851852
2015,,27,,90,2.416666667,,14,25.16666667,44.79205006,44.79205006,,,11.33333333,18,23,,,18.015,2.243888889,0.806111111,2.488333333,0.823333333,,,,,,,,,2,3.666666667,1.828055556,2.186759259
2015,,28,,90,2.783333333,,26.33333333,38.55555556,34.7390353,34.7390353,,,12.16666667,14,19,,,44.23166667,2.376388889,0.85,2.782222222,0.841111111,,,,,,,,,2,5.666666667,2.334444444,2.497685185
2015,,29,,100,2,,14.88888889,24.38888889,41.77652228,41.77652228,,,13,15,18,,,19.785,2.421666667,0.758611111,2.281666667,0.491666667,,,,,,,,,1,5,1.654722222,2.119351852
2015,,30,,96.66666667,2,,23.94444444,29.16666667,16.16801355,16.16801355,,,15.41666667,16,19,,,25.08266667,2.41,0.8025,2.466666667,0.723333333,,,,,,,,,1.5,11.66666667,1.890833333,2.255833333
2015,,31,,83.33333333,1.943333333,,11.66666667,52.5,77.9197995,77.9197995,,,14.5,18,20,,,13.444,1.863333333,0.701111111,2.425,0.635,,,,,,,,,1,5.5,1.507777778,1.746481481
2015,,32,,100,2.25,,28.66666667,53.16666667,44.86924512,44.86924512,,,18.5,12,16,,,18.78333333,2.201944444,0.6075,2.4275,0.606666667,,,,,,,,,1.5,15,1.635555556,2.010972222
2015,,33,,100,2.583333333,,23.22222222,27.88888889,16.91077441,16.91077441,,,13.33333333,16,18,,,19.63866667,2.153333333,0.693333333,2.203611111,0.607777778,,,,,,,,,1,13.33333333,1.615833333,1.990925926
2015,,34,,60,2.75,,25.16666667,50.58333333,49.38412869,49.38412869,,,15.25,15,20,,,39.399,2.16875,1.10125,2.485,0.98,,,,,,,,,2,6,1.9525,2.202083333
2015,,35,,93.33333333,1.803333333,,19.61111111,26.72222222,25.1539742,25.1539742,,,13.66666667,12,14,,,21.308,2.46,0.7075,2.38,0.655555556,,,,,,,,,1,14.66666667,1.598333333,2.146111111
2015,,36,,93.33333333,2,,22.55555556,31.83333333,29.55511775,29.55511775,,,14.66666667,16,18,,,31.64666667,2.900277778,1.14,2.705,0.890555556,,,,,,,,,2,6.666666667,2.433611111,2.67962963
2015,,37,,100,2.5,,23.38888889,33.94444444,30.8321207,30.8321207,,,14.66666667,16,19,,,34.13933333,2.783333333,1.111666667,2.799166667,0.854166667,,,,,,,,,1,5.333333333,2.198333333,2.593611111
2015,,38,,100,2.5,,34.33333333,59.33333333,42.13483146,42.13483146,,,13,NA,NA,,,15.848,1.6175,0.665,2.063333333,0.666666667,,,,,,,,,2.666666667,13,1.31,1.663611111
2015,,39,,95,1.916666667,,16.75,55.5,69.28921569,69.28921569,,,18.66666667,19,23,,,27.099,1.8175,0.65875,1.95125,0.585,,,,,,,,,1.75,18.66666667,1.40625,1.725
2015,,40,,100,1.875,,25.88888889,29.5,13.46445825,13.46445825,,,12.75,12,15,,,19.832,2.245416667,0.799166667,2.2825,0.5675,,,,,,,,,1.333333333,13,1.75875,2.095555556
2015,,41,,92.96296296,2.833333333,,31,34.5,9.380692168,9.380692168,,,13.83333333,14,22,,,39.73466667,2.686666667,1.363333333,2.756666667,1.303333333,,,,,,,,,2,15.33333333,2.21,2.551111111
2015,,42,,100,2.625,,6.333333333,14.75,58.50980392,58.50980392,,,8.5,NA,NA,,,5.7785,1.995,0.5675,1.9625,0.463333333,,,,,,,,,2,3.5,1.317083333,1.758194444
2015,,43,,100,1.666666667,,23,54,55.01992892,55.01992892,,,13.83333333,15,20,,,19.14366667,2.079166667,0.905833333,2.01,0.5625,,,,,,,,,1.166666667,5.333333333,1.680833333,1.901527778
2015,,44,,96.66666667,1.833333333,,20.5,29.16666667,27.18376068,27.18376068,,,14.33333333,18,20,,,21.36366667,2.038055556,0.7375,2.229722222,0.651666667,,,,,,,,,1.666666667,13.33333333,1.730555556,1.999444444
2015,,45,,92.59259259,2.666666667,,26.16666667,35.38888889,25.98721011,25.98721011,,,15.83333333,17,21,,,26.17733333,2.2625,0.8475,3.038333333,1.093333333,,,,,,,,,2,7,2.142222222,2.481018519
2015,,46,,#DIV/0!,2,,NA,NA,58.66666667,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA
2015,,47,,100,3.443333333,,17.44444444,35.94444444,50.70136582,38.55204873,,,11.16666667,NA,NA,,,56.25233333,2.285,0.94,2.43625,0.87625,,,,,,,,,2,5.25,2.01875,2.246666667
2015,,48,,60,2,,23,66,65.15151515,65.15151515,,,18.5,NA,NA,,,8.74145,1.978333333,0.63,2.445,0.875,,,,,,,,,3,7,1.924166667,1.990833333
2015,,49,,90,1.47,,19.77777778,32.38888889,37.70833333,37.70833333,,,16.5,18,20,,,22.38466667,2.09,0.818333333,2.3025,0.75,,,,,,,,,1.166666667,14.66666667,1.601666667,1.998055556
2015,,50,,83.33333333,3.165,,20.44444444,26.88888889,25.10449694,25.10449694,,,12.83333333,13,19,,,26.77266667,2.66375,1.147916667,2.26,0.666666667,,,,,,,,,1.833333333,6.5,2.183333333,2.410416667
2015,,51,,96.2962963,3.026666667,,28.33333333,55.66666667,48.90388831,48.90388831,,,13.66666667,22,27,,,39.773,2.10125,0.793333333,2.545833333,0.981666667,,,,,,,,,2.333333333,5.5,1.951666667,2.199583333
2015,,52,,88.33333333,3.083333333,,17.83333333,26.38888889,31.43498468,31.43498468,,,11.83333333,16,22,,,36.487,2.36375,0.885416667,2.25375,0.67,,,,,,,,,2.25,5.666666667,1.729583333,2.115694444
2015,,53,,90,2.416666667,,21.16666667,27,17.87369493,21.8105424,,,13.25,13,18,,,32.0675,2.76,0.96,2.605,0.625,,,,,,,,,1,5,2.065,2.476666667
2015,,54,,88.33333333,1.583333333,,15,52.83333333,71.84464785,71.84464785,,,18,16,18,,,12.55733333,1.758333333,0.673888889,2.241111111,0.617777778,,,,,,,,,1.166666667,16.66666667,1.4325,1.810648148
2015,,55,,95,2.193333333,,12.5,54.16666667,76.86533212,76.86533212,,,18.25,NA,NA,,,24.9075,2.3025,0.755,2.26,0.64,,,,,,,,,1.5,4.625,1.788333333,2.116944444
2015,,56,,93.33333333,1.776666667,,18.72222222,61.44444444,70.1504864,70.1504864,,,16.83333333,18,20,,,39.57666667,2.58,0.865,2.54,0.583333333,,,,,,,,,1,8,1.923333333,2.347777778
2015,,57,,85,1.995,,17,60.58333333,71.69966244,71.69966244,,,18,NA,NA,,,19.2795,1.973333333,0.821666667,1.895,0.64,,,,,,,,,1,6.5,1.671666667,1.846666667
2015,,58,,96.66666667,1.416666667,,17.83333333,62.83333333,71.65242165,71.65242165,,,19.33333333,15,20,,,24.94166667,1.911666667,0.629166667,2.0125,0.525,,,,,,,,,1,15.33333333,1.545833333,1.771111111
2015,,59,,100,2.125,,13.16666667,23.33333333,43.57142857,43.57142857,,,12,NA,NA,,,31.528,2.503333333,0.721666667,2.608333333,0.574166667,,,,,,,,,1.25,NA,1.7625,2.291388889
2015,,60,,83.33333333,3.443333333,,34.66666667,41.16666667,15.80604305,15.80604305,,,13.66666667,18,26,,,73.39,2.771666667,1.397222222,2.7875,0.920833333,,,,,,,,,2.666666667,8,2.400833333,2.653333333
2015,,61,,100,2.875,,25.83333333,33,21.98862149,21.98862149,,,12.33333333,18,25,,,25.688,2.165833333,0.915833333,2.450277778,0.956944444,,,,,,,,,2,14.83333333,2.370555556,2.328888889
2015,,62,,76.66666667,3.22,,32,58.16666667,45.26171445,45.26171445,,,15,19,26,,,43.06866667,2.046666667,0.92,2.359166667,0.9975,,,,,,,,,2.666666667,4.833333333,2.236944444,2.214259259
2015,,63,,93.33333333,2.58,,18.72222222,26.44444444,31.60196739,31.60196739,,,13.33333333,16,22,,,14.656,2.052777778,0.706666667,2.188888889,0.651111111,,,,,,,,,1.5,13,1.5425,1.928055556
2015,,64,,93.33333333,1.75,,16.83333333,29.27777778,42.4460184,42.4460184,,,14.83333333,20,22,,,16.90066667,2.393333333,0.813333333,2.175,0.66,,,,,,,,,1.166666667,14.33333333,1.705555556,2.07537037
2015,,65,,100,2.125,,27.22222222,54.61111111,50.51569917,50.51569917,,,15.16666667,NA,NA,,,20.683,1.676666667,0.534166667,2.03,0.60625,,,,,,,,,2.333333333,14.66666667,1.425,1.710555556
2015,,66,,90,4.693333333,,22.38888889,27.83333333,18.89617704,18.89617704,,,9.5,16,19,,,32.897,2.157222222,0.742222222,2.498333333,0.755,,,,,,,,,2,3,2.230833333,2.295462963
2015,,67,,85,2,,17.16666667,53.33333333,66.11111111,66.11111111,,,18.83333333,19,23,,,24.639,2.02875,0.5975,2.301666667,0.663333333,,,,,,,,,1.833333333,16.5,1.6425,1.990972222
2015,,68,,96.66666667,2.083333333,,34.44444444,70.77777778,50.52414117,50.52414117,,,18,19,27,,,29.143,2.32125,0.7075,2.323333333,0.65875,,,,,,,,,2.583333333,17.33333333,1.94625,2.196944444
2015,,69,,85,2.625,,20.77777778,37.5,43.72004357,43.72004357,,,17.16666667,13,17,,,16.393,2.4525,0.8825,3.181666667,0.84,,,,,,,,,1.333333333,16.66666667,2.181666667,2.605277778
2015,,70,,90,3.166666667,,25.88888889,29.94444444,13.65809619,13.65809619,,,10.5,18,NA,,,27.20833333,2.057222222,0.723055556,2.198333333,0.683333333,,,,,,,,,2.333333333,10,1.661388889,1.972314815
2015,,71,,85,1.553333333,,18.33333333,58.05555556,67.67607677,67.67607677,,,17.16666667,17,19,,,14.09933333,1.761111111,0.470277778,1.829166667,0.495833333,,,,,,,,,1.666666667,17.33333333,1.273055556,1.594953704
2015,,72,,100,1.666666667,,23.66666667,53.16666667,53.56943781,53.56943781,,,17.66666667,14,17,,,24.807,1.879444444,0.678611111,2.099444444,0.640833333,,,,,,,,,1,13,1.690833333,1.889907407
2015,,73,,90,2.333333333,,9.277777778,16.38888889,42.85425777,42.85425777,,,11.33333333,13,15,,,11.08666667,1.967222222,0.463333333,1.980555556,0.475,,,,,,,,,1,3.25,1.440555556,1.796111111
2015,,74,,95,4.375,,21.75,27.25,20.2020202,20.2020202,,,9.833333333,23,28,,,29.9655,1.9575,0.71375,2.242083333,0.780416667,,,,,,,,,2,10,2.16375,2.121111111
2015,,75,,80,3.553333333,,31.72222222,57.83333333,42.97058239,42.97058239,,,13.66666667,NA,NA,,,32.37833333,1.933333333,0.859444444,2.166666667,0.795,,,,,,,,,2.75,5,2.435555556,2.178518519
2015,,76,,90,2.11,,9.055555556,19.5,52.53096577,52.53096577,,,11.16666667,16,18,,,10.76833333,1.946666667,0.671666667,2.239166667,0.721666667,,,,,,,,,2,4.666666667,1.6225,1.936111111
2015,,77,,100,1.666666667,,7.222222222,20.61111111,64.33277264,64.33277264,,,13.5,17,18,,,NA,2.218055556,0.731111111,1.805,0.48,,,,,,,,,1,5,1.498888889,1.851944444
2015,,78,,80,1.875,,30,45.66666667,33.07614645,33.07614645,,,13.66666667,17,23,,,26.475,2.03,0.8825,2.565,0.89,,,,,,,,,2,5.333333333,1.89,2.161666667
2015,,79,,80,2.58,,28,34.75,19.64656965,19.64656965,,,10.5,NA,NA,,,28.0045,2.0975,0.9575,2.49,1,,,,,,,,,2.75,13.5,2.2075,2.265
2015,,80,,92.96296296,3.72,,35.33333333,62.33333333,42.73472386,42.73472386,,,13.83333333,20,27,,,38.551,1.930277778,0.696944444,2.421666667,0.770833333,,,,,,,,,2.833333333,12.66666667,1.960277778,2.104074074
2015,,81,,100,2.166666667,,22.61111111,26.5,15.40410963,15.40410963,,,11.5,14,16,,,17.87233333,2.067916667,0.670416667,2.075,0.575,,,,,,,,,1,12,1.584583333,1.909166667
2015,,82,,93.33333333,2.776666667,,34.38888889,49,29.91194843,29.91194843,,,14.33333333,19,24,,,21.885,1.610833333,0.542777778,2.146388889,0.656666667,,,,,,,,,2.666666667,14.33333333,1.645555556,1.800925926
2015,,83,,100,3.416666667,,26.83333333,29.16666667,8.517408517,8.517408517,,,12.16666667,12,18,,,40.28433333,2.2975,1.030833333,2.481666667,0.823333333,,,,,,,,,2,4.416666667,2.103333333,2.294166667
2015,,84,,100,1.875,,34.75,57.25,39.57373272,39.57373272,,,17.83333333,13,20,,,12.7265,1.98,0.706666667,2.451666667,0.938333333,,,,,,,,,2.333333333,17.33333333,1.795,2.1
2015,,85,,96.66666667,2.276666667,,19.77777778,28.83333333,31.21948384,31.21948384,,,14.33333333,15,19,,,27.406,2.447222222,1.095,2.28,0.62,,,,,,,,,1.166666667,6.833333333,1.880833333,2.202685185
2015,,86,,90,3.136666667,,18.41666667,35.91666667,47.67062508,47.67062508,,,14.16666667,18,23,,,38.9805,2.470833333,0.9925,2.12,0.739166667,,,,,,,,,2.333333333,5.666666667,1.778166667,2.123
2015,,87,,96.66666667,2.25,,20.5,34.5,39.47622825,39.47622825,,,15.16666667,23,25,,,29.744,2.411388889,0.909444444,2.691111111,0.8,,,,,,,,,2.166666667,7,1.979166667,2.360555556
2015,,88,,90,3.66,,24.5,33.75,28.67746289,20.51282051,,,13.33333333,23,28,,,30.0565,2.355,1.065,2.9,0.943333333,,,,,,,,,2.166666667,5.333333333,2.58,2.611666667
2015,,89,,100,2.333333333,,28.16666667,51.05555556,44.91757529,44.91757529,,,15,21,26,,,38.064,2.31125,0.96625,2.62125,0.91375,,,,,,,,,2.166666667,6.333333333,2.05,2.3275
2015,,90,,100,2.416666667,,18.22222222,30.38888889,39.79941193,39.79941193,,,14.33333333,18,21,,,22.81333333,2.583611111,0.989166667,2.425,0.606666667,,,,,,,,,1,6,1.740555556,2.238611111
2015,,91,,90,2.33,,17.5,38,53.94736842,53.94736842,,,17.5,NA,NA,,,16.295,2.023333333,0.743333333,NA,NA,,,,,,,,,1,6,1.26,1.641666667
2015,,92,,80,2.583333333,,25.61111111,59.16666667,58.46130684,58.46130684,,,16.5,23,24,,,43.304,1.826666667,0.906666667,2.335833333,0.909444444,,,,,,,,,2.666666667,6.333333333,2.17,2.110833333
2015,,93,,100,1,,NA,NA,,NA,,,15.5,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,2.75,6,NA,NA
2015,,94,,100,3.11,,19.83333333,25.5,21.80875919,21.80875919,,,10.66666667,19,21,,,21.97566667,2.063888889,0.725833333,2.237222222,0.671388889,,,,,,,,,2.333333333,12,2.026666667,2.109259259
2015,,95,,#DIV/0!,NA,,24.5,63.5,61.41732283,61.41732283,,,13.33333333,NA,NA,,,12.228,1.875,0.835,2.32,0.95,,,,,,,,,3,3.666666667,2.52,2.238333333
2015,,96,,90,2.5,,23.61111111,51.44444444,54.34003082,54.34003082,,,14.16666667,19,24,,,24.4934,2.04,1.079722222,2.166666667,0.898333333,,,,,,,,,2.666666667,5.666666667,1.813333333,1.977592593
2015,,97,,73.33333333,3.083333333,,23,33.66666667,31.5659858,31.5659858,,,12,20,28,,,18.16866667,2.538333333,1.134166667,2.2725,0.85,,,,,,,,,2,5.5,2.518333333,2.443055556
2015,,98,,86.66666667,3.583333333,,22.27777778,31.72222222,30.18810425,30.18810425,,,11.66666667,19,21,,,27.09466667,2.096666667,0.83,2.212611111,0.752222222,,,,,,,,,2.166666667,12.5,1.965277778,2.091518519
2015,,99,,#DIV/0!,NA,,NA,NA,,NA,,,13.83333333,NA,NA,,,NA,NA,NA,NA,NA,,,,,,,,,2.333333333,15.33333333,NA,NA
2015,,100,,70,1.666666667,,17.77777778,49.27777778,62.40931915,62.40931915,,,16.66666667,21,25,,,25.984,2.175,1.15,2.5,1.1,,,,,,,,,2.666666667,6,2.23,2.301666667
2015,,101,,100,2.625,,27.5,33.5,17.91044776,17.91044776,,,13,18,23,,,22.713,2.4825,0.839166667,2.345,0.836666667,,,,,,,,,2,12.66666667,2.076666667,2.301388889
2015,,102,,#DIV/0!,NA,,NA,NA,,NA,,,10,20,28,,,NA,NA,NA,NA,NA,,,,,,,,,1.5,4,NA,NA
2015,,103,,87.5,1.5,,28.5,64,55.46875,55.46875,,,14.33333333,18.5,28,,,2.658,1.77,0.76,1.43,0.43,,,,,,,,,3,12,1.98,1.726666667
2015,,104,,71.85185185,2.833333333,,27.22222222,63.33333333,55.04618123,55.04618123,,,15.16666667,20,27,,,32.86156667,2.185555556,0.923888889,2.313333333,0.9125,,,,,,,,,2.666666667,7.333333333,2.683333333,2.394074074
2015,,105,,86.66666667,1.97,,17.66666667,26.83333333,31.53164988,31.53164988,,,16,13,16,,,25.721,2.727916667,1.18875,2.603333333,0.905,,,,,,,,,2,7.333333333,2.398333333,2.576527778
2015,,106,,83.33333333,2.303333333,,31.33333333,79.33333333,60.0974026,60.0974026,,,16,20,29,,,16.53466667,2.167222222,0.887777778,2.408055556,0.97,,,,,,,,,3,14.66666667,2.673333333,2.416203704
2015,,107,,93.33333333,2.5,,31.66666667,33.33333333,5.375571281,5.375571281,,,14.16666667,15,17,,,29.414,2.19,1.19,2.766666667,0.85,,,,,,,,,1,13.33333333,2.103333333,2.353333333
2015,,108,,90,1.803333333,,17.61111111,45.27777778,62.13236959,62.13236959,,,15.5,15,17,,,19.99666667,1.988333333,0.737777778,2.454444444,0.6,,,,,,,,,1.333333333,8,1.593333333,2.012037037
2015,,109,,78.14814815,3.5,,18.5,38.16666667,50.12054522,50.12054522,,,13.66666667,18,23,,,22.31076667,2.565555556,1.067222222,2.321666667,0.986666667,,,,,,,,,2.666666667,6.666666667,2.138333333,2.341851852
2015,,110,,60,3.16,,21.75,52,58.51124666,58.51124666,,,15.16666667,21,25,,,39.8115,2.13,0.945,2.248333333,0.895833333,,,,,,,,,2.666666667,7.083333333,2.483333333,2.287222222
2015,,111,,100,3.333333333,,22.25,26.33333333,15.43120155,15.43120155,,,14.33333333,14,22,,,45.6995,2.382916667,0.735416667,2.47125,0.64875,,,,,,,,,2,5.333333333,1.835,2.229722222
2015,,112,,60,3,,32.25,35.5,9.314903846,9.314903846,,,11.33333333,22,26,,,33.2528,1.633333333,0.806666667,1.603333333,0.66,,,,,,,,,2.5,10.83333333,2.156666667,1.797777778
2015,,113,,100,4.166666667,,31.66666667,43.05555556,24.77886829,24.77886829,,,11,19,37,,,34.87433333,2.248611111,0.841388889,2.463333333,0.872222222,,,,,,,,,2.666666667,11.33333333,2.500277778,2.404074074
2015,,114,,90,2.75,,21,30,30,30,,,11.33333333,20,24,,,22.58,2.01,0.765,2.046666667,0.863333333,,,,,,,,,2.5,5.666666667,1.54,1.865555556
2015,,115,,96.2962963,1.5,,22.94444444,52.05555556,55.6268568,55.6268568,,,15.33333333,15,19,,,23.3355,2.184166667,0.870833333,1.67,0.413333333,,,,,,,,,1,6,1.502222222,1.785462963
2015,,116,,76.66666667,2.583333333,,25.33333333,37.16666667,32.13747228,32.13747228,,,13.5,24,28,,,31.39533333,2.5575,1.01875,2.693333333,0.971666667,,,,,,,,,2,5.666666667,1.995416667,2.415416667
2015,,117,,60,2.5,,30,60.75,52.12962963,52.12962963,,,15.16666667,20,26,,,21.364,1.8325,1.0275,2.09,1.105,,,,,,,,,2.833333333,15.66666667,2.14,2.020833333
2015,,118,,100,2.053333333,,19.05555556,29.16666667,34.3510467,34.3510467,,,14,17,21,,,22.717,2.106111111,0.800277778,2.27,0.832777778,,,,,,,,,1.666666667,8,1.725833333,2.033981481
2015,,119,,77.77777778,3.875,,15.5,26.25,39.28833456,39.28833456,,,11.5,17,25,,,6.54,2.071666667,0.901666667,2.315,0.8,,,,,,,,,3,5.5,1.99375,2.126805556
2015,,120,,#DIV/0!,NA,,NA,NA,,NA,,,16,NA,NA,,,41.52,NA,NA,NA,NA,,,,,,,,,2,13,NA,NA
2015,,121,,90,4,,NA,NA,,NA,,,10.75,17,23,,,NA,NA,NA,NA,NA,,,,,,,,,2,4,NA,NA
2015,,122,,95,1.625,,24.5,53,53.57142857,53.57142857,,,19.5,15,19,,,22.7635,2.02125,0.69375,2,0.6675,,,,,,,,,1.5,16.5,1.56125,1.860833333
2015,,123,,100,2.125,,22.83333333,28.66666667,20.34883721,20.34883721,,,13.66666667,NA,NA,,,23.533,2.096666667,0.65,2.76,0.8,,,,,,,,,2.666666667,7.333333333,1.535,2.130555556
2015,,124,,100,2.666666667,,19.55555556,28.66666667,32.66308244,32.66308244,,,13,15,23,,,35.91133333,2.451944444,1.029444444,2.326944444,0.726944444,,,,,,,,,1.833333333,6.5,2.126944444,2.301944444
2015,,125,,100,2.375,,26.25,61.5,57.63237728,57.63237728,,,15.66666667,24,26,,,19.821,1.71375,0.998333333,2.191666667,0.888333333,,,,,,,,,2.833333333,15.83333333,1.712916667,1.872777778
2015,,126,,90,3.5,,37.66666667,44.5,15.53487235,15.53487235,,,15.5,16,23,,,41.89066667,2.248333333,1.0075,2.588055556,0.929444444,,,,,,,,,2.666666667,16.33333333,2.383055556,2.406481481
2015,,127,,76.66666667,2.583333333,,37,54,31.48148148,31.48148148,,,18.33333333,21,29,,,34.116,2.723333333,1.23,3.3925,1.31,,,,,,,,,3,18.66666667,2.67,2.928611111
2015,,128,,90,1.94,,27.88888889,52.16666667,46.41166201,46.41166201,,,16.5,18,24,,,23.87433333,1.859444444,0.994722222,2.231666667,1.055,,,,,,,,,2.333333333,15.66666667,1.8075,1.966203704
2015,,129,,96.2962963,1.083333333,,27.16666667,74.33333333,63.80040315,63.80040315,,,17.33333333,14,24,,,18.72866667,2.705,1.285,2.58,0.955,,,,,,,,,2.333333333,14.33333333,1.871666667,2.338611111
2015,,130,,77.77777778,1.693333333,,25,51.5,51.41762452,51.41762452,,,15.33333333,13,19,,,15.9215,2.098333333,0.935,2.305,0.795,,,,,,,,,3,15,1.754166667,2.0525
2015,,131,,80,2.303333333,,27.66666667,35.05555556,21.13492063,21.13492063,,,16.5,14,17,,,30.76433333,2.313333333,0.839166667,2.31,0.758333333,,,,,,,,,1.666666667,16,2.0275,2.216944444
2015,,132,,#DIV/0!,NA,,NA,NA,,NA,,,14.83333333,16,26,,,NA,NA,NA,NA,NA,,,,,,,,,2.5,16,NA,NA
2015,,133,,96.66666667,1.833333333,,19.66666667,61.33333333,67.58963636,67.58963636,,,19.66666667,18,23,,,24.29566667,1.8425,0.583333333,1.922222222,0.551111111,,,,,,,,,1.166666667,17.5,1.5575,1.774074074
2015,,134,,96.66666667,2.083333333,,26,53.94444444,50.30864198,50.30864198,,,16.33333333,17,21,,,20.65433333,1.82,0.567777778,1.885,0.549722222,,,,,,,,,1.666666667,13.33333333,1.471111111,1.72537037
2015,,135,,100,2.083333333,,20.22222222,38,46.77712801,46.77712801,,,14.83333333,17,21,,,49.36866667,2.724166667,1.107777778,2.686666667,0.896111111,,,,,,,,,2,6.666666667,2.493333333,2.634722222
2015,,136,,65,3,,23.41666667,33.91666667,31.43294015,31.43294015,,,14,17,21,,,14.128,2.203333333,1.036666667,2.85,1.02,,,,,,,,,1.5,6,2.1175,2.390277778
